entry_id,yoruba_word,tone_marked_form,ipa_transcription,pos_tag,pos_subcategory,grammatical_features,english_gloss,morphological_structure,morpheme_count,root_morpheme,derivational_affixes,inflectional_affixes,tone_pattern,syllable_count,syllable_structure,vowel_harmony_class,nasality,example_sentence_yoruba,example_sentence_tone_marked,example_sentence_english,syntactic_role,valency,aspect_marker,tense_marker,negation_form,dialect_variant,register,frequency_class,semantic_field,animacy,noun_class,verb_class,adposition_type,complementizer_type,focus_marker,serial_verb_position,idiomatic_usage,source_corpus,data_collector,annotation_confidence,notes
YOR_000011,Ọmọpẹ,Ọmọpẹ,pending,noun,common,[],gloss_needed,mono,1,Ọmọpẹ,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri Ọmọpẹ,Mo rí Ọmọpẹ,I saw the Ọmọpẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000012,ẹga,ẹga,pending,noun,common,[],gloss_needed,mono,1,ẹga,none,none,MM,1,V.CV,ATR+,non-nasal,Mo ri ẹga,Mo rí ẹga,I saw the ẹga,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000013,ranti,ranti,pending,noun,common,[],gloss_needed,mono,1,ranti,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri ranti,Mo rí ranti,I saw the ranti,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000014,انِيَن,انِيَن,pending,noun,common,[],gloss_needed,mono,1,انِيَن,none,none,M,3,V.CV,ATR+,non-nasal,Mo ri انِيَن,Mo rí انِيَن,I saw the انِيَن,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000015,okunfa,okunfa,pending,noun,common,[],gloss_needed,mono,1,okunfa,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri okunfa,Mo rí okunfa,I saw the okunfa,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000016,ominu,ominu,pending,noun,common,[],gloss_needed,mono,1,ominu,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri ominu,Mo rí ominu,I saw the ominu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000017,ariyanjiyan,ariyanjiyan,pending,noun,common,[],gloss_needed,mono,1,ariyanjiyan,none,none,MMMMM,5,V.CV,ATR+,non-nasal,Mo ri ariyanjiyan,Mo rí ariyanjiyan,I saw the ariyanjiyan,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000018,rin ni igake,rin ni igake,pending,noun,common,[],gloss_needed,mono,1,rin ni igake,none,none,MMMMM,6,V.CV,ATR+,non-nasal,Mo ri rin ni igake,Mo rí rin ni igake,I saw the rin ni igake,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000019,adiyẹ,adiyẹ,pending,noun,common,[],gloss_needed,mono,1,adiyẹ,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri adiyẹ,Mo rí adiyẹ,I saw the adiyẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000020,agbojẹ,agbojẹ,pending,noun,common,[],gloss_needed,mono,1,agbojẹ,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri agbojẹ,Mo rí agbojẹ,I saw the agbojẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000021,Akire,Akire,pending,noun,common,[],gloss_needed,mono,1,Akire,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri Akire,Mo rí Akire,I saw the Akire,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000022,alepa,alepa,pending,noun,common,[],gloss_needed,mono,1,alepa,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri alepa,Mo rí alepa,I saw the alepa,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000023,Adeṣina,Adeṣina,pending,noun,common,[],gloss_needed,mono,1,Adeṣina,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri Adeṣina,Mo rí Adeṣina,I saw the Adeṣina,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000024,atalẹ,atalẹ,pending,noun,common,[],gloss_needed,mono,1,atalẹ,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri atalẹ,Mo rí atalẹ,I saw the atalẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000025,ẹni ti ọkan mi yan,ẹni ti ọkan mi yan,pending,noun,common,[],gloss_needed,mono,1,ẹni ti ọkan mi yan,none,none,MMMMMMM,9,V.CV,ATR+,non-nasal,Mo ri ẹni ti ọkan mi yan,Mo rí ẹni ti ọkan mi yan,I saw the ẹni ti ọkan mi yan,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000026,Eyemọtẹ,Eyemọtẹ,pending,noun,common,[],gloss_needed,mono,1,Eyemọtẹ,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri Eyemọtẹ,Mo rí Eyemọtẹ,I saw the Eyemọtẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000027,jamba,jamba,pending,noun,common,[],gloss_needed,mono,1,jamba,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri jamba,Mo rí jamba,I saw the jamba,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000028,kọnkọ,kọnkọ,pending,noun,common,[],gloss_needed,mono,1,kọnkọ,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri kọnkọ,Mo rí kọnkọ,I saw the kọnkọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000029,pẹna,pẹna,pending,noun,common,[],gloss_needed,mono,1,pẹna,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri pẹna,Mo rí pẹna,I saw the pẹna,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000030,polukurumuṣu,polukurumuṣu,pending,noun,common,[],gloss_needed,mono,1,polukurumuṣu,none,none,MMMMMM,6,V.CV,ATR+,non-nasal,Mo ri polukurumuṣu,Mo rí polukurumuṣu,I saw the polukurumuṣu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000031,Abiọdun,Abiọdun,pending,noun,common,[],gloss_needed,mono,1,Abiọdun,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri Abiọdun,Mo rí Abiọdun,I saw the Abiọdun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000032,alufaa,alufaa,pending,noun,common,[],gloss_needed,mono,1,alufaa,none,none,MMMM,3,V.CV,ATR+,non-nasal,Mo ri alufaa,Mo rí alufaa,I saw the alufaa,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000033,ayẹyẹ,ayẹyẹ,pending,noun,common,[],gloss_needed,mono,1,ayẹyẹ,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri ayẹyẹ,Mo rí ayẹyẹ,I saw the ayẹyẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000034,ọpọlọpọ,ọpọlọpọ,pending,noun,common,[],gloss_needed,mono,1,ọpọlọpọ,none,none,MMMM,3,V.CV,ATR+,non-nasal,Mo ri ọpọlọpọ,Mo rí ọpọlọpọ,I saw the ọpọlọpọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000035,Alaadi,Alaadi,pending,noun,common,[],gloss_needed,mono,1,Alaadi,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri Alaadi,Mo rí Alaadi,I saw the Alaadi,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000036,ọwọ,ọwọ,pending,noun,common,[],gloss_needed,mono,1,ọwọ,none,none,MM,1,V.CV,ATR+,non-nasal,Mo ri ọwọ,Mo rí ọwọ,I saw the ọwọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000037,Atannẹyẹ,Atannẹyẹ,pending,noun,common,[],gloss_needed,mono,1,Atannẹyẹ,none,none,MMM,4,V.CV,ATR+,non-nasal,Mo ri Atannẹyẹ,Mo rí Atannẹyẹ,I saw the Atannẹyẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000038,agbọrin,agbọrin,pending,noun,common,[],gloss_needed,mono,1,agbọrin,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri agbọrin,Mo rí agbọrin,I saw the agbọrin,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000039,agbelebuu,agbelebuu,pending,noun,common,[],gloss_needed,mono,1,agbelebuu,none,none,MMMMM,4,V.CV,ATR+,non-nasal,Mo ri agbelebuu,Mo rí agbelebuu,I saw the agbelebuu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000040,ọwọ osi,ọwọ osi,pending,noun,common,[],gloss_needed,mono,1,ọwọ osi,none,none,MMMM,3,V.CV,ATR+,non-nasal,Mo ri ọwọ osi,Mo rí ọwọ osi,I saw the ọwọ osi,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000041,ofio,ofio,pending,noun,common,[],gloss_needed,mono,1,ofio,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri ofio,Mo rí ofio,I saw the ofio,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000042,eye,eye,pending,noun,common,[],gloss_needed,mono,1,eye,none,none,MM,1,V.CV,ATR+,non-nasal,Mo ri eye,Mo rí eye,I saw the eye,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000043,ebute,ebute,pending,noun,common,[],gloss_needed,mono,1,ebute,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri ebute,Mo rí ebute,I saw the ebute,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000044,laraarọ,laraarọ,pending,noun,common,[],gloss_needed,mono,1,laraarọ,none,none,MMMM,3,V.CV,ATR+,non-nasal,Mo ri laraarọ,Mo rí laraarọ,I saw the laraarọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000045,lụka,lụka,pending,noun,common,[],gloss_needed,mono,1,lụka,none,none,M,2,V.CV,ATR+,non-nasal,Mo ri lụka,Mo rí lụka,I saw the lụka,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000046,langa-langa,langa-langa,pending,noun,common,[],gloss_needed,mono,1,langa-langa,none,none,MMMM,5,V.CV,ATR+,non-nasal,Mo ri langa-langa,Mo rí langa-langa,I saw the langa-langa,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000047,alase,alase,pending,noun,common,[],gloss_needed,mono,1,alase,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri alase,Mo rí alase,I saw the alase,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000048,pẹ,pẹ,pending,noun,common,[],gloss_needed,mono,1,pẹ,none,none,M,1,V.CV,ATR+,non-nasal,Mo ri pẹ,Mo rí pẹ,I saw the pẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000049,Abẹkẹ,Abẹkẹ,pending,noun,common,[],gloss_needed,mono,1,Abẹkẹ,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri Abẹkẹ,Mo rí Abẹkẹ,I saw the Abẹkẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000050,Alimi,Alimi,pending,noun,common,[],gloss_needed,mono,1,Alimi,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri Alimi,Mo rí Alimi,I saw the Alimi,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000051,Ifamakinde,Ifamakinde,pending,noun,common,[],gloss_needed,mono,1,Ifamakinde,none,none,MMMM,5,V.CV,ATR+,non-nasal,Mo ri Ifamakinde,Mo rí Ifamakinde,I saw the Ifamakinde,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000052,uko,uko,pending,noun,common,[],gloss_needed,mono,1,uko,none,none,MM,1,V.CV,ATR+,non-nasal,Mo ri uko,Mo rí uko,I saw the uko,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000053,owusuwusu,owusuwusu,pending,noun,common,[],gloss_needed,mono,1,owusuwusu,none,none,MMMMM,4,V.CV,ATR+,non-nasal,Mo ri owusuwusu,Mo rí owusuwusu,I saw the owusuwusu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000054,oṣumare,oṣumare,pending,noun,common,[],gloss_needed,mono,1,oṣumare,none,none,MMMM,3,V.CV,ATR+,non-nasal,Mo ri oṣumare,Mo rí oṣumare,I saw the oṣumare,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000055,afaa,afaa,pending,noun,common,[],gloss_needed,mono,1,afaa,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri afaa,Mo rí afaa,I saw the afaa,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000056,airigbẹẹya,airigbẹẹya,pending,noun,common,[],gloss_needed,mono,1,airigbẹẹya,none,none,MMMMMM,5,V.CV,ATR+,non-nasal,Mo ri airigbẹẹya,Mo rí airigbẹẹya,I saw the airigbẹẹya,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000057,giloobu,giloobu,pending,noun,common,[],gloss_needed,mono,1,giloobu,none,none,MMMM,3,V.CV,ATR+,non-nasal,Mo ri giloobu,Mo rí giloobu,I saw the giloobu,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000058,ran lọwọ,ran lọwọ,pending,noun,common,[],gloss_needed,mono,1,ran lọwọ,none,none,MMM,4,V.CV,ATR+,non-nasal,Mo ri ran lọwọ,Mo rí ran lọwọ,I saw the ran lọwọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000059,ụkọkọ,ụkọkọ,pending,noun,common,[],gloss_needed,mono,1,ụkọkọ,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri ụkọkọ,Mo rí ụkọkọ,I saw the ụkọkọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000060,kanwun,kanwun,pending,noun,common,[],gloss_needed,mono,1,kanwun,none,none,MM,3,V.CV,ATR+,non-nasal,Mo ri kanwun,Mo rí kanwun,I saw the kanwun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000061,ojia,ojia,pending,noun,common,[],gloss_needed,mono,1,ojia,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri ojia,Mo rí ojia,I saw the ojia,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000062,arun sun-unrun-sun-unrun,arun sun-unrun-sun-unrun,pending,noun,common,[],gloss_needed,mono,1,arun sun-unrun-sun-unrun,none,none,MMMMMMMM,12,V.CV,ATR+,non-nasal,Mo ri arun sun-unrun-sun-unrun,Mo rí arun sun-unrun-sun-unrun,I saw the arun sun-unrun-sun-unrun,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000063,Ifamimikomi,Ifamimikomi,pending,noun,common,[],gloss_needed,mono,1,Ifamimikomi,none,none,MMMMM,5,V.CV,ATR+,non-nasal,Mo ri Ifamimikomi,Mo rí Ifamimikomi,I saw the Ifamimikomi,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000064,ọdịdẹrẹ,ọdịdẹrẹ,pending,noun,common,[],gloss_needed,mono,1,ọdịdẹrẹ,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri ọdịdẹrẹ,Mo rí ọdịdẹrẹ,I saw the ọdịdẹrẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000065,Alayerẹ,Alayerẹ,pending,noun,common,[],gloss_needed,mono,1,Alayerẹ,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri Alayerẹ,Mo rí Alayerẹ,I saw the Alayerẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000066,Ilajẹ,Ilajẹ,pending,noun,common,[],gloss_needed,mono,1,Ilajẹ,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri Ilajẹ,Mo rí Ilajẹ,I saw the Ilajẹ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000067,ami,ami,pending,noun,common,[],gloss_needed,mono,1,ami,none,none,MM,1,V.CV,ATR+,non-nasal,Mo ri ami,Mo rí ami,I saw the ami,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000068,ẹnikẹni,ẹnikẹni,pending,noun,common,[],gloss_needed,mono,1,ẹnikẹni,none,none,MMMM,3,V.CV,ATR+,non-nasal,Mo ri ẹnikẹni,Mo rí ẹnikẹni,I saw the ẹnikẹni,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000069,ịta,ịta,pending,noun,common,[],gloss_needed,mono,1,ịta,none,none,M,1,V.CV,ATR+,non-nasal,Mo ri ịta,Mo rí ịta,I saw the ịta,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000070,meloo,meloo,pending,noun,common,[],gloss_needed,mono,1,meloo,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri meloo,Mo rí meloo,I saw the meloo,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000071,nẹẹn,nẹẹn,pending,noun,common,[],gloss_needed,mono,1,nẹẹn,none,none,MM,2,V.CV,ATR+,non-nasal,Mo ri nẹẹn,Mo rí nẹẹn,I saw the nẹẹn,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000072,Ọrunmila,Ọrunmila,pending,noun,common,[],gloss_needed,mono,1,Ọrunmila,none,none,MMM,4,V.CV,ATR+,non-nasal,Mo ri Ọrunmila,Mo rí Ọrunmila,I saw the Ọrunmila,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000073,re kọja,re kọja,pending,noun,common,[],gloss_needed,mono,1,re kọja,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri re kọja,Mo rí re kọja,I saw the re kọja,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000074,ṣaata,ṣaata,pending,noun,common,[],gloss_needed,mono,1,ṣaata,none,none,MMM,2,V.CV,ATR+,non-nasal,Mo ri ṣaata,Mo rí ṣaata,I saw the ṣaata,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000075,eghighọ,eghighọ,pending,noun,common,[],gloss_needed,mono,1,eghighọ,none,none,MMM,3,V.CV,ATR+,non-nasal,Mo ri eghighọ,Mo rí eghighọ,I saw the eghighọ,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
YOR_000076,Ọdẹdiran,Ọdẹdiran,pending,noun,common,[],gloss_needed,mono,1,Ọdẹdiran,none,none,MMM,4,V.CV,ATR+,non-nasal,Mo ri Ọdẹdiran,Mo rí Ọdẹdiran,I saw the Ọdẹdiran,object,transitive,—,—,—,Standard,neutral,medium,general,inanimate,count,—,—,—,—,—,no,Wiktionary Scrape,Auto-Bot,medium,
